distance_client_restaurant_km,distance_rider_restaurant_km,est_prep_time_min,traffic_intensity,avg_vehicle_speed_kmh,is_festive_day,order_load_ratio,time_of_day_interval,weather,historical_pred_time_min
2.951,4.114,10.7,4,27.7,0,0.293,02:00-03:59,1,32.4
2.031,3.031,16.2,4,15.8,0,0.471,06:00-07:59,1,52.1
1.468,1.956,20.4,5,17.1,1,0.498,10:00-11:59,1,39.8
3.464,3.677,22.9,6,21.9,0,0.626,04:00-05:59,0,51.5
2.793,2.957,34.3,3,25.1,1,0.52,22:00-23:59,1,45.4
5.018,2.084,44.0,8,10.6,1,0.633,18:00-19:59,1,97.0
2.239,2.83,27.0,6,26.1,0,0.475,18:00-19:59,1,49.9
3.586,4.179,13.1,4,19.4,0,0.36,12:00-13:59,0,39.0
2.61,4.713,11.1,4,32.2,0,0.208,12:00-13:59,1,31.9
1.539,3.58,26.0,8,18.6,0,0.43,08:00-09:59,1,49.7
4.252,2.71,25.9,6,25.2,0,0.503,04:00-05:59,0,51.9
4.009,4.513,45.8,2,24.6,1,0.588,02:00-03:59,1,76.2
2.682,3.236,26.4,3,31.0,0,0.479,06:00-07:59,1,32.8
4.184,3.045,30.7,2,27.1,0,0.366,06:00-07:59,1,58.4
2.068,2.888,26.5,3,18.5,0,0.456,20:00-21:59,1,47.8
3.376,5.398,23.3,7,15.8,0,0.664,14:00-15:59,0,70.5
5.398,4.561,12.5,3,29.1,0,0.426,14:00-15:59,1,37.2
0.864,4.954,27.5,6,17.3,1,0.191,08:00-09:59,0,67.7
2.478,2.912,25.5,9,12.9,0,0.39,10:00-11:59,0,65.5
3.669,2.008,33.4,4,23.3,0,0.609,14:00-15:59,1,52.2
2.444,3.414,30.7,5,20.9,0,0.498,00:00-01:59,1,45.8
2.789,4.649,21.6,10,5.5,0,0.609,08:00-09:59,0,126.4
3.097,4.382,22.6,6,20.8,0,0.381,06:00-07:59,0,55.4
3.759,1.368,33.9,3,27.7,0,0.564,06:00-07:59,1,52.6
2.652,4.1,23.2,2,26.4,0,0.483,20:00-21:59,0,42.1
3.983,4.424,19.3,2,32.6,0,0.296,02:00-03:59,1,45.2
1.629,2.328,28.1,7,23.5,0,0.642,18:00-19:59,1,46.8
2.525,2.297,13.8,5,20.5,0,0.347,00:00-01:59,1,35.8
1.616,5.0,22.7,7,14.8,0,0.482,10:00-11:59,0,62.5
1.178,3.073,14.0,4,21.2,0,0.165,12:00-13:59,1,31.1
1.87,4.042,24.9,7,28.8,0,0.371,08:00-09:59,1,43.0
0.764,4.159,13.4,7,18.3,0,0.46,14:00-15:59,0,34.6
4.386,2.793,19.0,6,17.2,0,0.472,16:00-17:59,1,55.9
4.173,3.144,34.0,4,23.2,1,0.439,20:00-21:59,1,53.4
1.309,2.748,23.4,4,28.8,1,0.366,20:00-21:59,0,43.7
3.066,4.216,23.7,5,24.4,0,0.31,02:00-03:59,0,56.4
6.868,2.3,20.5,3,29.1,0,0.219,20:00-21:59,1,47.1
4.332,3.855,27.3,4,22.8,1,0.447,06:00-07:59,0,70.8
3.888,3.347,23.2,2,32.2,1,0.735,20:00-21:59,0,51.5
2.325,3.964,29.7,5,25.1,0,0.514,16:00-17:59,1,51.6
4.064,2.644,29.5,5,18.2,1,0.493,08:00-09:59,1,58.9
6.076,1.868,21.4,5,19.5,0,0.442,04:00-05:59,1,51.0
4.642,5.137,23.9,7,12.6,0,0.402,10:00-11:59,1,79.5
5.614,2.888,18.7,1,22.4,0,0.441,04:00-05:59,1,44.8
4.995,1.781,31.8,6,24.3,1,0.626,08:00-09:59,1,60.6
1.02,2.194,17.4,2,29.5,0,0.463,04:00-05:59,1,31.4
3.281,3.211,20.8,8,20.1,0,0.61,10:00-11:59,1,40.8
3.58,4.27,13.0,5,23.1,0,0.498,22:00-23:59,1,38.4
1.863,1.211,30.6,5,30.7,0,0.617,18:00-19:59,1,45.1
1.533,3.862,22.9,7,14.9,0,0.632,08:00-09:59,1,58.8
1.067,3.15,29.0,9,13.5,0,0.479,16:00-17:59,1,55.5
3.41,3.194,16.1,2,30.5,0,0.4,04:00-05:59,1,30.7
2.038,3.838,31.6,7,19.1,0,0.327,10:00-11:59,1,52.5
3.609,1.658,28.4,4,18.4,0,0.457,14:00-15:59,1,46.1
1.524,3.568,15.0,3,27.7,0,0.546,12:00-13:59,1,39.1
1.294,3.364,22.5,8,12.1,0,0.558,10:00-11:59,0,56.1
3.976,3.678,18.3,3,23.5,0,0.519,02:00-03:59,1,36.3
1.957,2.226,28.2,2,31.4,0,0.708,12:00-13:59,1,38.6
7.111,4.251,24.7,5,22.9,0,0.556,14:00-15:59,1,69.8
2.179,4.206,26.8,3,28.1,0,0.314,00:00-01:59,1,49.6
0.802,0.895,24.5,5,26.3,0,0.798,16:00-17:59,1,39.3
1.143,2.105,29.9,4,21.4,1,0.278,06:00-07:59,1,43.5
6.087,2.58,22.7,4,23.0,0,0.585,14:00-15:59,1,51.9
1.766,2.976,35.5,10,8.8,0,0.829,18:00-19:59,0,80.4
10.978,2.033,33.5,5,26.4,0,0.679,12:00-13:59,1,69.3
1.482,2.82,21.6,6,16.2,0,0.45,18:00-19:59,1,46.3
2.831,0.728,17.8,5,25.9,0,0.514,12:00-13:59,1,32.1
11.013,3.452,17.6,4,21.4,0,0.325,02:00-03:59,0,73.5
3.607,2.748,34.8,5,22.4,1,0.673,00:00-01:59,1,55.5
1.221,4.005,26.3,4,19.4,0,0.612,06:00-07:59,0,60.2
2.12,2.436,22.1,2,24.0,0,0.468,22:00-23:59,1,33.6
4.324,3.252,18.5,3,27.3,0,0.49,02:00-03:59,1,37.7
3.388,3.165,35.9,2,26.0,1,0.432,14:00-15:59,1,62.1
2.592,3.307,25.0,8,20.6,0,0.558,18:00-19:59,1,46.4
2.762,3.361,24.6,2,32.7,1,0.653,12:00-13:59,1,41.4
2.179,3.616,21.4,4,20.7,0,0.421,14:00-15:59,0,49.8
2.49,1.877,22.4,4,21.0,0,0.519,20:00-21:59,1,43.6
3.999,3.468,21.2,7,16.7,0,0.417,10:00-11:59,1,59.4
8.896,6.117,27.4,7,10.4,0,0.268,00:00-01:59,0,131.2
2.069,1.652,27.0,5,28.6,0,0.529,22:00-23:59,1,39.6
2.318,5.331,25.1,7,12.5,0,0.407,16:00-17:59,0,78.1
2.718,3.296,33.4,7,20.9,1,0.521,10:00-11:59,1,64.4
2.979,4.767,21.7,4,18.0,0,0.489,22:00-23:59,1,70.1
6.839,2.819,26.7,9,18.9,0,0.68,18:00-19:59,1,63.0
1.223,1.769,23.3,3,31.2,1,0.666,00:00-01:59,1,38.9
1.76,2.429,27.1,5,20.4,0,0.45,00:00-01:59,1,41.5
1.38,2.138,27.6,5,21.9,0,0.522,14:00-15:59,1,43.6
1.864,3.168,19.5,7,16.9,0,0.411,10:00-11:59,1,49.7
2.885,3.222,27.0,5,20.8,0,0.685,14:00-15:59,0,51.3
1.225,6.011,21.7,3,22.9,1,0.424,14:00-15:59,0,65.7
1.393,1.785,16.8,5,24.7,0,0.359,20:00-21:59,1,27.4
1.103,5.084,39.5,7,12.7,1,0.644,14:00-15:59,0,90.2
5.687,4.225,29.0,8,14.5,1,0.678,18:00-19:59,0,97.2
1.27,2.964,26.8,4,21.9,0,0.573,12:00-13:59,1,50.7
2.896,3.056,16.6,3,26.3,0,0.202,12:00-13:59,1,39.5
4.856,4.045,20.5,8,23.5,0,0.481,18:00-19:59,1,46.8
3.429,3.657,17.3,4,25.6,0,0.25,06:00-07:59,1,40.0
1.975,2.583,16.6,10,12.2,0,0.247,16:00-17:59,1,49.9
2.433,2.992,26.6,6,19.9,0,0.106,22:00-23:59,1,57.0
2.405,4.219,29.0,4,18.2,1,0.494,02:00-03:59,0,64.3
1.326,2.686,19.3,4,24.1,0,0.702,20:00-21:59,1,33.5
2.321,5.419,25.5,8,12.4,0,0.592,16:00-17:59,0,74.2
0.749,2.408,5.0,6,25.7,0,0.494,18:00-19:59,1,22.7
4.063,2.381,13.7,5,27.9,0,0.482,04:00-05:59,1,29.6
1.462,4.045,26.0,4,23.1,0,0.152,02:00-03:59,1,53.1
0.748,3.894,33.6,8,14.7,0,0.53,06:00-07:59,0,66.0
1.372,3.497,24.7,7,18.3,0,0.353,08:00-09:59,1,43.3
3.597,3.473,16.2,3,28.6,0,0.327,02:00-03:59,1,36.5
2.751,3.023,29.0,4,25.1,1,0.289,00:00-01:59,1,58.9
3.186,4.276,22.6,8,18.5,0,0.505,18:00-19:59,1,53.8
3.276,2.84,23.7,6,17.6,0,0.398,20:00-21:59,0,61.1
2.39,2.598,22.7,7,15.8,0,0.541,08:00-09:59,1,44.1
3.26,3.886,25.9,8,13.8,0,0.524,16:00-17:59,0,69.4
5.687,3.887,37.9,3,35.8,1,0.626,22:00-23:59,1,65.8
1.347,4.113,33.2,5,18.0,0,0.287,22:00-23:59,0,71.4
1.688,2.734,29.9,5,23.0,1,0.602,08:00-09:59,1,53.1
5.665,1.694,36.7,5,18.6,1,0.406,22:00-23:59,1,71.1
2.338,1.498,30.4,4,29.9,0,0.618,20:00-21:59,1,39.5
1.061,3.26,15.4,8,10.9,0,0.483,18:00-19:59,0,57.5
2.083,3.979,22.8,8,11.9,1,0.392,16:00-17:59,1,62.0
3.547,4.899,24.4,3,22.6,0,0.292,22:00-23:59,0,56.6
2.193,3.237,25.8,10,11.0,0,0.589,18:00-19:59,1,68.3
2.179,2.43,29.7,6,19.5,0,0.38,10:00-11:59,1,52.3
4.375,3.477,16.5,6,22.1,0,0.512,04:00-05:59,1,41.5
3.357,2.801,27.1,3,26.4,0,0.596,06:00-07:59,1,49.2
2.338,4.087,23.3,2,26.8,1,0.645,06:00-07:59,1,48.7
1.26,1.655,18.7,5,19.5,0,0.521,00:00-01:59,1,35.4
4.466,1.721,17.5,4,23.0,0,0.474,04:00-05:59,1,40.8
1.995,3.412,17.5,3,28.9,0,0.426,04:00-05:59,1,38.5
1.97,4.483,18.6,4,27.4,0,0.447,00:00-01:59,0,37.7
1.895,1.411,22.7,7,22.7,0,0.839,16:00-17:59,1,30.5
3.194,2.74,33.3,4,30.4,1,0.453,20:00-21:59,1,52.4
0.778,4.216,28.8,4,24.6,0,0.388,00:00-01:59,1,41.6
3.169,4.585,26.6,8,16.3,0,0.479,16:00-17:59,1,56.5
1.818,3.931,22.4,3,30.5,0,0.106,00:00-01:59,1,34.3
1.454,2.846,16.5,5,28.7,0,0.428,02:00-03:59,1,37.9
1.661,2.95,31.5,3,27.2,0,0.672,02:00-03:59,0,50.7
6.024,2.548,31.1,7,15.5,0,0.702,10:00-11:59,0,70.6
3.113,2.347,22.8,5,19.7,0,0.446,12:00-13:59,1,45.3
3.118,3.664,20.2,4,22.0,0,0.402,20:00-21:59,1,45.0
5.733,4.592,23.7,7,19.1,0,0.385,00:00-01:59,0,80.1
6.846,2.381,22.1,5,22.4,0,0.42,04:00-05:59,1,58.6
1.904,1.694,26.3,2,24.9,0,0.576,02:00-03:59,1,36.9
2.02,2.038,20.3,5,17.9,0,0.492,14:00-15:59,1,44.8
3.674,3.32,23.6,5,23.4,0,0.608,16:00-17:59,1,48.5
2.461,1.164,6.4,5,18.2,0,0.42,02:00-03:59,1,18.2
1.589,3.017,31.8,4,26.8,0,0.304,02:00-03:59,1,52.0
7.42,4.226,26.7,7,7.9,0,0.689,18:00-19:59,0,139.5
3.387,2.974,17.1,7,17.5,0,0.399,16:00-17:59,1,38.7
1.935,2.701,22.6,2,29.9,1,0.607,06:00-07:59,1,43.3
1.486,3.32,29.5,7,18.2,0,0.56,08:00-09:59,1,52.0
4.604,4.165,30.1,2,27.8,0,0.484,20:00-21:59,1,54.8
1.141,2.529,19.4,8,15.4,0,0.484,16:00-17:59,1,41.0
3.812,4.342,21.5,8,11.6,0,0.444,10:00-11:59,0,84.3
2.508,4.286,19.2,7,16.9,0,0.349,18:00-19:59,1,51.0
5.006,2.843,23.3,5,29.6,0,0.593,22:00-23:59,1,40.2
2.959,2.63,31.7,6,21.1,0,0.56,16:00-17:59,1,59.0
1.077,4.699,18.7,7,22.7,0,0.396,16:00-17:59,1,40.8
4.776,3.052,28.2,5,18.8,0,0.493,12:00-13:59,1,63.6
4.634,1.625,27.6,3,23.4,0,0.546,22:00-23:59,1,35.0
2.161,3.819,27.9,9,14.0,0,0.648,18:00-19:59,0,65.5
3.212,5.081,23.0,7,18.8,0,0.323,16:00-17:59,1,50.4
2.645,2.173,14.6,5,22.8,0,0.424,08:00-09:59,1,30.4
0.734,3.888,8.6,7,9.7,0,0.457,08:00-09:59,1,44.4
2.651,2.154,13.1,4,27.3,0,0.566,22:00-23:59,1,26.6
5.378,2.101,12.3,6,31.6,0,0.331,14:00-15:59,1,33.2
1.001,4.41,14.8,8,16.6,0,0.207,18:00-19:59,0,36.8
3.705,3.045,14.7,5,25.0,0,0.35,06:00-07:59,1,37.4
4.463,4.381,29.8,7,18.9,1,0.402,16:00-17:59,0,76.9
1.413,3.574,22.7,2,27.5,0,0.339,12:00-13:59,1,39.0
1.929,3.845,29.3,4,23.9,0,0.569,12:00-13:59,1,52.4
3.574,2.522,30.1,4,25.3,0,0.526,04:00-05:59,1,45.7
3.905,5.051,32.1,6,16.0,0,0.356,06:00-07:59,0,79.4
4.144,3.765,22.6,2,34.2,0,0.315,12:00-13:59,1,51.2
2.444,2.313,34.1,5,27.8,0,0.794,20:00-21:59,1,53.7
2.309,3.788,13.4,5,23.6,0,0.287,20:00-21:59,1,28.9
5.034,4.27,22.8,7,16.8,0,0.543,08:00-09:59,1,60.9
1.225,1.898,24.5,1,27.1,0,0.714,22:00-23:59,1,34.0
1.783,2.694,31.0,5,22.6,0,0.455,04:00-05:59,1,50.3
2.199,2.406,32.7,3,28.3,0,0.606,00:00-01:59,1,54.9
2.914,1.141,29.3,5,22.9,0,0.401,12:00-13:59,1,49.5
1.946,3.827,18.5,9,13.3,0,0.519,10:00-11:59,1,58.8
2.894,3.392,25.1,8,19.7,0,0.371,18:00-19:59,1,55.6
2.375,2.614,37.2,3,22.3,1,0.703,12:00-13:59,1,62.3
3.099,2.184,31.9,4,27.9,0,0.431,02:00-03:59,1,46.4
4.167,3.845,25.1,4,20.7,0,0.342,22:00-23:59,1,55.6
1.936,3.857,18.4,3,29.1,0,0.339,06:00-07:59,1,38.5
2.596,2.034,18.4,5,16.0,0,0.392,02:00-03:59,1,44.0
5.271,1.796,23.7,4,22.6,0,0.481,14:00-15:59,1,44.2
2.212,2.335,28.7,3,30.1,0,0.565,12:00-13:59,1,38.6
4.554,2.852,17.2,3,29.2,0,0.469,00:00-01:59,1,43.2
6.352,2.574,32.5,3,27.0,1,0.525,02:00-03:59,1,61.1
1.458,3.439,21.7,2,31.1,0,0.286,02:00-03:59,1,36.4
3.242,2.104,22.4,4,21.4,0,0.487,06:00-07:59,1,50.6
2.613,4.58,6.7,6,13.3,0,0.198,04:00-05:59,0,44.1
1.856,4.042,29.6,5,25.8,0,0.535,00:00-01:59,0,49.4
4.69,3.541,28.0,5,22.9,0,0.247,22:00-23:59,0,63.5
3.363,2.751,25.4,3,22.8,0,0.468,02:00-03:59,1,54.8
4.063,1.54,19.5,4,20.8,0,0.37,20:00-21:59,1,41.1
2.296,1.703,20.1,5,29.1,0,0.426,16:00-17:59,1,34.5
4.324,2.845,33.3,4,23.7,1,0.461,00:00-01:59,0,67.8
2.724,5.845,27.6,8,20.7,0,0.466,16:00-17:59,0,68.9
2.867,3.771,17.5,3,23.0,0,0.2,12:00-13:59,1,43.3
1.353,4.426,20.6,5,16.3,0,0.431,02:00-03:59,0,50.2
1.836,3.368,14.6,6,13.5,0,0.529,02:00-03:59,1,36.2
1.948,3.182,18.4,8,22.0,0,0.27,08:00-09:59,1,40.8
2.795,3.791,21.0,8,17.0,0,0.323,08:00-09:59,1,52.9
1.952,2.64,19.5,5,22.0,0,0.453,06:00-07:59,1,47.5
4.024,2.893,29.2,6,23.3,0,0.579,22:00-23:59,1,45.1
3.825,1.855,25.3,5,30.9,1,0.586,18:00-19:59,1,44.3
3.671,0.643,39.9,4,19.4,1,0.647,18:00-19:59,1,65.4
13.067,2.122,34.8,4,24.2,0,0.444,22:00-23:59,1,81.9
1.427,2.525,34.3,3,24.8,0,0.719,04:00-05:59,1,44.9
1.732,2.252,28.7,3,22.4,0,0.754,06:00-07:59,1,50.2
2.466,3.397,16.1,6,23.1,0,0.549,18:00-19:59,1,41.1
0.682,4.082,18.7,6,21.2,0,0.293,06:00-07:59,0,35.9
3.233,1.993,24.2,6,26.3,0,0.558,02:00-03:59,1,42.2
0.806,3.721,27.2,8,15.4,0,0.593,08:00-09:59,1,57.3
0.852,3.493,19.6,7,24.0,0,0.569,08:00-09:59,1,42.2
2.68,4.025,18.6,6,23.3,0,0.512,08:00-09:59,0,42.5
2.596,2.697,28.4,3,30.5,0,0.549,20:00-21:59,1,38.3
1.684,2.632,19.9,3,27.3,0,0.464,20:00-21:59,0,46.8
1.89,4.148,16.4,7,19.8,0,0.729,18:00-19:59,1,44.1
2.672,4.166,18.2,5,24.7,0,0.383,00:00-01:59,1,47.6
1.447,3.877,28.4,10,13.5,0,0.659,10:00-11:59,1,55.1
6.462,4.306,20.4,4,19.3,1,0.294,20:00-21:59,0,70.6
2.317,2.831,19.8,1,29.8,0,0.233,02:00-03:59,1,36.3
2.922,2.927,26.0,1,38.6,1,0.319,12:00-13:59,1,48.0
2.285,2.471,16.5,4,29.5,0,0.635,06:00-07:59,1,27.8
1.582,3.897,30.8,9,15.7,0,0.568,08:00-09:59,1,62.0
2.271,3.747,33.4,8,11.3,0,0.618,08:00-09:59,1,81.6
2.951,3.318,34.9,5,19.4,0,0.424,08:00-09:59,1,67.8
2.629,1.696,15.2,2,27.9,0,0.446,02:00-03:59,1,22.6
1.861,3.363,20.8,4,25.2,0,0.713,08:00-09:59,1,32.2
3.576,2.282,31.8,4,21.6,1,0.453,04:00-05:59,1,56.0
2.768,2.539,16.5,2,31.8,1,0.412,06:00-07:59,1,37.9
7.778,2.854,14.8,4,26.5,0,0.408,02:00-03:59,0,49.9
1.558,2.738,19.4,5,24.8,0,0.649,06:00-07:59,1,35.5
3.151,2.331,24.9,6,23.7,0,0.598,16:00-17:59,1,47.8
5.216,2.299,19.6,3,27.8,0,0.283,14:00-15:59,1,36.5
2.31,3.778,23.9,4,23.5,0,0.528,20:00-21:59,1,40.0
4.239,3.624,35.2,5,18.3,0,0.561,22:00-23:59,0,74.7
3.165,3.017,21.2,6,15.4,0,0.559,04:00-05:59,0,55.3
9.138,2.097,21.4,3,29.1,0,0.858,00:00-01:59,1,57.6
3.836,3.5,14.1,4,22.2,0,0.378,00:00-01:59,1,38.6
1.006,1.972,32.6,5,28.4,1,0.484,10:00-11:59,1,47.8
3.885,3.332,22.0,4,26.5,0,0.384,04:00-05:59,1,38.8
3.363,3.372,27.8,5,15.9,0,0.464,06:00-07:59,0,58.5
5.392,1.872,21.5,3,34.7,0,0.512,00:00-01:59,1,41.2
5.318,3.879,30.1,5,19.6,0,0.648,14:00-15:59,1,71.6
2.503,3.048,23.2,4,23.4,1,0.389,00:00-01:59,0,49.4
1.578,2.893,21.8,5,29.8,0,0.442,08:00-09:59,1,41.5
9.869,2.651,33.1,6,25.6,1,0.472,10:00-11:59,1,74.3
3.736,3.378,26.7,4,23.6,0,0.372,02:00-03:59,1,50.7
4.472,2.906,14.0,3,27.8,0,0.353,12:00-13:59,1,29.4
2.464,2.983,33.5,5,21.4,0,0.468,12:00-13:59,1,41.5
3.588,2.578,28.8,3,28.1,1,0.662,00:00-01:59,1,63.5
1.992,4.019,11.8,4,29.3,0,0.379,06:00-07:59,1,26.6
1.779,2.522,13.9,5,18.8,0,0.533,22:00-23:59,1,35.3
2.692,4.555,25.1,5,17.6,0,0.364,06:00-07:59,0,65.1
1.561,2.04,28.2,4,18.8,0,0.646,08:00-09:59,1,54.2
2.096,3.526,29.9,4,27.0,1,0.574,00:00-01:59,1,59.0
2.914,3.348,21.7,2,34.4,0,0.247,00:00-01:59,1,45.1
2.099,2.488,22.2,3,29.7,0,0.494,12:00-13:59,1,31.5
6.608,2.197,19.8,7,21.0,0,0.489,16:00-17:59,1,54.9
2.777,2.256,13.0,4,33.2,0,0.296,00:00-01:59,1,24.1
4.621,2.242,36.1,1,26.0,1,0.503,02:00-03:59,1,70.1
1.516,4.035,21.6,8,7.9,0,0.527,10:00-11:59,0,83.7
2.879,3.631,23.6,9,14.2,0,0.485,10:00-11:59,0,60.5
1.571,2.553,25.4,4,20.2,0,0.709,02:00-03:59,1,51.0
1.352,2.605,34.2,6,22.6,1,0.562,16:00-17:59,1,47.4
1.779,3.963,15.9,5,22.4,0,0.406,06:00-07:59,1,38.5
1.13,3.8,22.0,4,28.1,0,0.64,12:00-13:59,0,34.9
6.034,3.058,32.2,3,31.9,1,0.321,10:00-11:59,1,53.6
2.908,3.409,29.1,4,17.0,0,0.325,20:00-21:59,1,62.5
6.761,4.472,23.4,4,27.8,0,0.368,20:00-21:59,0,60.8
1.518,4.116,25.3,3,25.1,0,0.289,04:00-05:59,1,47.5
3.338,1.531,22.6,6,26.3,0,0.764,14:00-15:59,1,35.3
4.97,2.295,10.2,2,24.9,1,0.369,12:00-13:59,1,28.9
2.713,2.644,21.7,6,15.9,0,0.615,16:00-17:59,1,53.7
1.527,3.219,14.3,3,31.3,0,0.185,04:00-05:59,1,36.7
1.285,3.13,19.2,6,14.1,0,0.468,00:00-01:59,0,47.9
2.092,2.618,20.7,5,27.5,0,0.406,02:00-03:59,1,36.9
1.624,3.793,26.2,6,17.7,0,0.424,22:00-23:59,0,60.6
5.697,3.251,21.2,4,26.1,0,0.207,20:00-21:59,1,38.5
2.196,3.388,15.1,4,27.0,0,0.35,22:00-23:59,1,33.5
2.474,3.514,33.8,4,25.2,1,0.354,00:00-01:59,1,64.8
2.824,4.017,29.5,6,19.1,0,0.447,20:00-21:59,0,66.3
2.648,2.842,20.0,10,12.8,0,0.266,08:00-09:59,1,58.7
2.287,2.498,18.8,8,18.7,0,0.454,18:00-19:59,1,38.2
1.608,3.308,27.6,3,21.9,0,0.376,02:00-03:59,1,38.6
4.171,1.747,25.0,1,31.9,0,0.57,04:00-05:59,1,41.7
4.552,3.731,23.3,4,20.0,1,0.439,14:00-15:59,1,64.5
1.862,3.291,31.0,9,10.3,0,0.382,18:00-19:59,0,80.5
2.826,2.706,32.6,6,18.9,0,0.346,08:00-09:59,1,56.8
1.52,1.968,32.5,4,14.9,0,0.756,06:00-07:59,1,49.0
7.343,1.532,17.3,8,17.1,0,0.601,08:00-09:59,1,55.7
4.436,1.91,27.5,4,26.1,1,0.787,18:00-19:59,1,59.0
3.686,2.366,28.9,5,24.0,0,0.525,10:00-11:59,1,53.1
3.1,3.608,27.0,3,22.7,0,0.356,22:00-23:59,1,46.8
2.437,2.953,12.1,3,21.1,0,0.43,12:00-13:59,1,30.7
1.325,3.107,10.9,9,12.0,0,0.38,16:00-17:59,1,40.9
2.221,4.497,34.9,4,21.0,1,0.73,00:00-01:59,0,69.5
2.051,5.393,7.2,6,21.7,0,0.253,06:00-07:59,0,35.0
1.846,2.258,28.2,1,34.3,0,0.354,22:00-23:59,1,45.2
4.058,4.102,23.6,5,17.4,0,0.534,22:00-23:59,0,71.1
2.232,3.547,24.4,7,13.2,0,0.537,16:00-17:59,0,62.7
2.516,3.428,21.8,7,14.2,0,0.496,08:00-09:59,1,50.8
1.913,2.774,17.5,6,23.7,0,0.66,14:00-15:59,0,36.5
2.06,0.242,30.3,4,24.8,0,0.473,22:00-23:59,1,43.8
2.754,1.91,16.5,5,25.1,0,0.458,00:00-01:59,1,32.7
2.29,3.607,23.3,4,30.2,0,0.266,06:00-07:59,1,40.6
11.164,1.594,13.8,3,24.7,0,0.565,22:00-23:59,1,53.8
2.993,3.299,18.6,4,24.2,0,0.375,22:00-23:59,1,47.3
3.014,2.89,26.8,4,26.1,0,0.545,16:00-17:59,1,48.0
2.96,2.884,34.0,6,18.3,0,0.388,00:00-01:59,0,61.9
1.977,3.409,13.1,4,18.6,0,0.587,00:00-01:59,1,29.2
0.815,1.117,32.2,5,26.7,0,0.648,06:00-07:59,1,36.5
0.799,2.383,25.9,5,24.0,0,0.757,04:00-05:59,1,35.8
5.759,4.64,13.4,2,33.0,0,0.274,12:00-13:59,1,38.8
3.297,2.967,21.2,1,23.5,0,0.357,20:00-21:59,1,45.6
2.296,3.124,25.7,6,24.1,0,0.539,04:00-05:59,1,50.4
19.656,4.07,33.5,3,20.2,1,0.63,00:00-01:59,0,133.7
7.096,3.742,20.4,4,27.1,0,0.433,22:00-23:59,1,45.5
1.227,3.884,19.3,4,17.0,0,0.497,20:00-21:59,0,48.4
2.408,2.584,29.5,7,13.8,0,0.567,18:00-19:59,1,52.9
1.867,4.059,26.1,6,17.1,0,0.551,02:00-03:59,0,54.0
4.91,2.273,21.0,6,27.7,0,0.601,18:00-19:59,1,38.2
3.896,2.394,27.2,6,19.3,0,0.463,06:00-07:59,1,55.4
3.595,3.653,32.9,4,21.3,0,0.414,00:00-01:59,1,53.8
4.001,3.428,19.9,6,29.0,0,0.375,00:00-01:59,1,43.3
2.42,3.834,12.5,2,32.5,0,0.232,22:00-23:59,0,30.8
1.238,3.452,14.4,4,18.3,0,0.568,14:00-15:59,0,32.5
4.464,1.845,29.6,3,26.3,0,0.6,12:00-13:59,1,44.1
4.016,3.188,26.0,2,27.0,0,0.412,14:00-15:59,1,47.5
2.851,5.952,21.2,7,12.7,0,0.239,06:00-07:59,0,82.6
1.671,4.148,18.0,7,11.6,0,0.484,10:00-11:59,0,55.1
2.671,2.887,23.7,5,21.6,0,0.411,04:00-05:59,1,40.1
0.878,2.419,31.9,5,21.4,0,0.539,20:00-21:59,1,49.1
3.281,2.255,31.1,5,24.8,0,0.771,14:00-15:59,1,51.7
4.342,3.948,15.6,2,27.3,0,0.361,06:00-07:59,1,37.6
2.389,2.397,18.1,5,22.1,0,0.301,04:00-05:59,1,38.6
1.448,2.414,28.1,5,24.1,1,0.541,06:00-07:59,1,43.5
3.134,4.68,31.0,9,12.0,0,0.588,10:00-11:59,0,80.7
2.533,3.459,32.4,3,29.5,1,0.558,20:00-21:59,1,51.7
2.027,3.58,27.1,2,20.9,1,0.387,12:00-13:59,0,59.6
2.843,2.754,30.8,4,22.5,0,0.712,12:00-13:59,1,46.6
2.909,2.931,20.7,5,23.5,0,0.34,22:00-23:59,1,40.2
3.916,2.098,31.0,3,25.2,0,0.489,06:00-07:59,1,47.7
2.44,4.536,21.8,5,16.5,0,0.364,14:00-15:59,0,53.2
2.516,2.455,21.3,5,20.1,0,0.456,12:00-13:59,1,32.7
5.406,3.554,36.8,4,27.0,0,0.41,02:00-03:59,1,63.2
2.328,4.454,13.0,7,16.2,0,0.159,14:00-15:59,0,48.4
2.097,2.426,22.6,7,19.3,0,0.649,16:00-17:59,1,41.6
1.673,2.687,33.7,7,18.5,0,0.745,08:00-09:59,1,48.0
3.755,4.332,22.3,6,14.2,0,0.291,06:00-07:59,0,66.3
4.948,3.781,26.9,5,15.0,1,0.406,06:00-07:59,0,80.8
2.17,1.54,43.5,4,30.5,0,0.701,06:00-07:59,1,59.8
1.911,4.102,30.6,9,15.0,0,0.601,10:00-11:59,1,55.9
4.228,2.559,16.2,3,27.1,0,0.385,20:00-21:59,1,42.3
2.094,3.245,21.1,4,25.5,0,0.523,06:00-07:59,1,41.7
4.202,4.58,18.7,7,20.3,0,0.338,12:00-13:59,1,52.0
3.755,3.799,15.9,6,21.9,0,0.222,12:00-13:59,1,41.5
5.777,4.821,22.1,9,13.4,0,0.524,08:00-09:59,0,84.6
8.288,2.773,28.2,6,19.2,0,0.729,08:00-09:59,1,63.6
